1	25
2	46
3	57
4	88
5	60
6	36
7	91
8	96
9	117
10	90
11	110
12	96
13	52
14	84
15	90
16	96
17	119
18	198
19	133
21	84
22	176
24	72
25	175
26	130
27	108
28	112
29	58
30	240
31	186
32	128
33	330
34	204
36	252
37	111
38	76
39	351
40	120
41	164
42	210
43	129
44	176
45	135
46	276
48	192
49	294
50	100
51	357
52	208
53	265
54	540
55	275
56	112
57	228
58	464
59	118
60	300
62	434
63	504
64	448
65	195
66	594
67	737
68	612
69	414
70	350
71	639
72	576
73	438
74	444
75	450
76	608
77	770
78	468
79	553
80	720
81	648
82	902
83	996
84	588
85	680
86	1032
87	783
88	792
89	1246
90	810
91	819
92	644
93	744
94	1692
95	665
96	672
97	970
98	1274
99	1089
100	1200
101	1717
102	1632
103	1133
104	1664
105	1050
106	1060
107	1391
108	1836
109	2071
110	1650
111	2109
112	1008
113	2034
114	1824
115	1725
116	2436
117	1989
118	2478
119	1666
120	2160
121	1815
122	1952
123	1476
124	2480
125	2625
126	1638
127	2413
128	2944
129	3096
130	1690
131	2096
132	3432
133	2394
134	2278
135	2700
136	1768
137	4110
138	2760
139	3058
140	3640
141	2961
142	3266
143	4290
144	3888
145	4060
146	4380
147	5733
148	5772
149	3725
150	2400
151	4228
152	2888
153	2907
154	3696
155	4185
156	5148
157	6280
158	5214
159	4770
160	5760
161	4347
162	5346
163	5216
164	4428
165	4620
166	5644
167	5845
168	4200
169	5070
170	4930
171	7353
172	5504
173	4671
174	6960
175	5600
176	6160
177	7611
178	5340
179	4833
180	5940
181	7059
182	6916
183	5124
184	5336
185	7585
186	5952
187	7667
188	7144
189	7938
190	6270
191	8213
192	6528
193	6562
194	6402
195	6825
196	5684
197	8077
198	7326
199	8756
200	7000
201	6633
202	6868
203	6496
204	7752
205	7995
206	7416
207	6210
208	8944
209	9405
210	7350
211	9284
212	8480
213	7881
214	7918
215	6450
216	9288
217	9114
218	8284
219	9417
220	5720
221	7514
222	9324
223	9589
224	7392
225	8550
226	11074
227	6583
228	8664
229	6412
230	9430
231	8778
232	8120
233	9320
234	7956
235	7285
236	5428
237	8295
238	8806
239	7887
240	8160
241	9399
242	9680
243	8991
244	6344
245	7350
246	8118
247	7904
248	6448
249	8217
250	7250
251	10793
252	8568
253	8602
254	6350
255	6885
256	5888
257	7967
258	6708
259	8288
260	7280
261	10962
262	7336
263	7627
264	9768
265	7155
266	7182
267	7209
268	6968
269	5649
270	8910
271	8130
272	5984
273	7371
274	6302
275	7425
276	3864
277	4709
278	5838
279	9207
280	5040
281	6744
282	6486
283	7358
284	6816
285	4560
286	8866
287	6027
288	5472
289	6358
290	2900
291	6693
292	7008
293	7032
294	5292
295	5900
296	3552
297	5940
298	6556
299	6877
300	4200
301	5117
302	4228
303	4242
304	5472
305	5490
306	4284
307	3684
308	6468
309	6180
310	4030
311	4354
312	5928
313	4695
314	4082
315	3780
316	6004
317	3170
318	4134
319	4147
320	5120
321	4815
322	4830
323	5168
324	4212
325	3900
326	3912
327	3597
328	3936
329	2632
330	3300
331	5958
332	5312
333	2664
334	5344
335	2010
336	2352
337	4718
338	3380
339	2712
340	3740
341	3069
342	3078
343	3430
344	3440
345	4830
346	2768
347	2776
348	2088
349	2792
350	1050
351	2457
352	2112
353	3530
354	3186
355	2485
356	1424
357	4284
358	2148
359	1795
360	1440
361	2166
362	2534
363	1089
364	3276
365	1460
366	1830
367	1101
368	4416
369	2583
372	3720
373	1865
374	1122
375	1500
376	752
377	2639
379	1895
380	1900
381	1524
382	1910
383	766
384	1920
385	1925
386	3088
387	1548
388	1164
390	1170
391	1955
392	1176
394	788
395	1580
396	792
397	794
398	1592
399	798
400	2000
402	2412
404	1212
406	1218
408	816
409	818
410	1640
411	1233
413	2065
414	2070
415	830
417	834
418	1672
420	840
421	1263
422	1688
423	846
424	1272
425	850
426	1704
427	854
428	1284
430	1290
431	862
432	864
433	866
434	868
435	870
436	872
437	874
450	900
456	912
480	960
497	994
